Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-08-15 15:53:46.05,2016-08-15 17:53:46.05,77.74035197496414,54.264803,16.416180,5,47.53742118384451,4,544.018542940623,19,27.49578918829874,44.6484375,258.6485900878906,254.0160522460938,89,97.6034400751055
2016-08-15 15:53:47.05,2016-08-15 17:53:47.05,78.74446898698807,54.264929,16.416396,5,47.25685153803265,4,563.8806556089928,19.25,27.49578918829874,45.3515625,258.6485900878906,254.0160522460938,89,124.3251944332649
2016-08-15 15:53:48.05,2016-08-15 17:53:48.05,79.7389919757843,54.265053,16.416616,5,48.09777213963032,4,583.7391296947503,19.57999992370605,27.49578918829874,44.6484375,258.6485900878906,254.0160522460938,89,163.5972893266909
2016-08-15 15:53:49.05,2016-08-15 17:53:49.05,80.74380099773407,54.265179,16.416835,5,49.06662307736309,4,603.7345009975193,19.88999938964844,27.49578918829874,43.9453125,258.6485900878906,254.0160522460938,89,218.6761790027139
2016-08-15 15:53:50.05,2016-08-15 17:53:50.05,81.73930501937866,54.265304,16.417054,5,49.78981417954108,4,623.6356864142577,20.14999961853027,27.49578918829874,44.6484375,258.6485900878906,254.0160522460938,89,314.5753343905779
2016-08-15 15:53:51.05,2016-08-15 17:53:51.05,82.74473398923874,54.265433,16.417273,5,49.33001720410229,4,643.9065347653449,20.36000061035156,27.49578918829874,46.40625,258.6485900878906,254.0160522460938,89,416.6834773479783
2016-08-15 15:53:52.05,2016-08-15 17:53:52.05,83.74251300096512,54.265559,16.417501,5,49.32062651451646,4,664.2494440277427,20.31999969482422,27.49578918829874,45.3515625,258.6485900878906,254.0160522460938,89,479.1887961440023
2016-08-15 15:53:53.04,2016-08-15 17:53:53.04,84.73477900028229,54.265679,16.417740,5,49.66441813357429,4,684.7498194529434,20.35000038146973,27.49578918829874,46.40625,258.6485900878906,254.0160522460938,89,539.3432693952404
2016-08-15 15:53:53.53,2016-08-15 17:53:53.53,84.73477900028229,54.265679,16.417740,5,49.66441813357429,4,684.7498194529434,20.35000038146973,20.31999969482422,46.40625,258.6485900878906,254.0160522460938,89,539.3432693952404
2016-08-15 15:53:54.05,2016-08-15 17:53:54.05,85.74337100982666,54.265800,16.417984,5,50.42787971062465,4,705.5137550615142,20.18000030517578,20.31999969482422,43.9453125,258.6485900878906,254.0160522460938,89,468.4786205482586
2016-08-15 15:53:55.06,2016-08-15 17:53:55.06,86.7548800110817,54.265928,16.418202,5,50.81520005433802,4,725.6518220367623,20.29999923706055,20.31999969482422,45.3515625,258.6485900878906,254.0160522460938,89,387.2646676759695
2016-08-15 15:53:56.04,2016-08-15 17:53:56.04,87.7358610033989,54.266060,16.418408,5,50.53852002978157,4,745.5818085186231,20.21999931335449,20.31999969482422,43.59375,258.6485900878906,254.0160522460938,89,336.9199031169034
2016-08-15 15:53:57.05,2016-08-15 17:53:57.05,88.74042499065399,54.266194,16.418614,5,50.10615408257496,4,765.5905020168755,19.3700008392334,20.31999969482422,44.6484375,258.6485900878906,254.0160522460938,89,295.1718882739917
2016-08-15 15:53:58.04,2016-08-15 17:53:58.04,89.73522901535034,54.266318,16.418815,5,50.67478850004098,4,784.5845699303322,19.09000015258789,20.31999969482422,41.8359375,258.6485900878906,254.0160522460938,89,266.0724996430855
2016-08-15 15:53:59.04,2016-08-15 17:53:59.04,90.73655897378922,54.266443,16.419020,5,50.47496090966936,4,803.8670188865609,18.97999954223633,20.31999969482422,45,258.6485900878906,254.0160522460938,89,256.6351204429326
2016-08-15 15:54:00.05,2016-08-15 17:54:00.05,91.74107998609543,54.266551,16.419204,5,49.17445546082263,4,820.8510437409619,18.73999977111816,20.31999969482422,42.5390625,258.6485900878906,254.0160522460938,89,269.3850539168265
2016-08-15 15:54:01.05,2016-08-15 17:54:01.05,92.74447500705719,54.266676,16.419393,5,49.07693803199044,4,839.3878201014461,18.25,20.31999969482422,43.59375,258.6485900878906,254.0160522460938,89,288.8747886440401
2016-08-15 15:54:02.04,2016-08-15 17:54:02.04,93.73488801717758,54.266803,16.419599,5,48.77195151838848,4,858.8423601589647,17.78000068664551,20.31999969482422,43.59375,258.6485900878906,254.0160522460938,89,317.8583071577327
2016-08-15 15:54:03.04,2016-08-15 17:54:03.04,94.73495799303055,54.266924,16.419786,5,48.31640241204096,4,876.986106901746,17.31999969482422,20.31999969482422,44.296875,258.6485900878906,254.0160522460938,89,382.6462632288029
2016-08-15 15:54:04.05,2016-08-15 17:54:04.05,95.7396320104599,54.267036,16.419971,5,47.86984194966557,4,894.2988241317903,17.13999938964844,20.31999969482422,44.296875,258.6485900878906,254.0160522460938,89,639.6693242528822
